,headline,category,short_description,date,Subjectivity,Polarity,Content Subjectivity,Content Polarity
139,45 U.S. Trade Groups Beg Trump: Don't Impose Tariffs On China,BUSINESS,The organizations say such tariffs would be “particularly harmful” to the U.S. economy and consumers.,2018-03-19,0.0,0.0,0.41666666666666663,0.08333333333333333
140,Claire's Is Entering A New Chapter In Life: Bankruptcy,BUSINESS,Growing up is never easy.,2018-03-19,0.45454545454545453,0.13636363636363635,0.8333333333333334,-0.21666666666666667
141,This Sad Version Of The Toys R Us Jingle Will Hit You Where It Hurts,BUSINESS,Sniff.,2018-03-16,1.0,-0.5,0.0,0.0
142,iHeartMedia Files For Chapter 11 Bankruptcy Protection,BUSINESS,The company has reached an agreement with shareholders of more than $10 billion of its outstanding debt.,2018-03-15,0.0,0.0,0.6875,0.5
143,"Toys R Us May Shut Down All U.S. Operations, Impacting Thousands Of Workers",BUSINESS,"The liquidation could put up to 33,000 U.S. jobs at risk.",2018-03-14,0.2888888888888889,-0.15555555555555559,0.0,0.0
144,Theranos Founder Elizabeth Holmes Charged With 'Massive Fraud' By SEC,BUSINESS,The biotech company Holmes started was once worth $9 billion.,2018-03-14,0.8,-0.05,0.1,0.3
145,Facebook Defends Its Use Of Secret Courts To Handle Sexual Harassment Cases,BUSINESS,"The tech giant is standing behind its use of forced arbitration, a practice criticized for silencing women.",2018-03-14,0.7666666666666666,0.04999999999999999,0.6333333333333333,-0.23333333333333336
146,'Pharma Bro' Martin Shkreli Gets 7 Years For Defrauding Investors,BUSINESS,He made headlines by jacking up the price of a lifesaving drug.,2018-03-09,0.0,0.0,0.0,0.0
147,Health Insurer Cigna To Buy Express Scripts For About $54 Billion,BUSINESS,The combined company will be led by current Cigna Chief Executive Officer David Cordani.,2018-03-08,0.0,0.0,0.4,0.0
148,Geek Squad Has Been Turning Customer Data Over To The FBI For More Than A Decade,BUSINESS,New documents show the two groups have a deeper working relationship than previously known.,2018-03-07,0.5,0.5,0.3106060606060606,-0.015151515151515152
149,Bumble Bans Gun Photos From Members' Profiles,BUSINESS,"AR-15s don't mix with dating app ""rooted in kindness and respect.""",2018-03-06,0.0,0.0,0.0,0.0
150,Judge Orders 'Pharma Bro' Martin Shkreli To Forfeit $7.36 Million,BUSINESS,The former drug company executive was convicted in 2017 for defrauding investors.,2018-03-05,0.0,0.0,0.0,0.0
151,"Ride-Hailing Drivers Probably Make Even Less Than They Think, MIT Paper Finds",BUSINESS,"Uber called the methodology and findings of the working paper ""deeply flawed.""",2018-03-02,0.06666666666666667,-0.16666666666666666,0.5,-0.5
152,Papa John's Is No Longer NFL's Official Pizza,BUSINESS,The relationship has been sliced.,2018-02-28,0.0,0.0,0.0,0.0
153,Amazon And Whole Foods Disagree On Products Like Coca-Cola,BUSINESS,The companies are having disagreements over what to stock on store shelves.,2018-02-28,0.4,0.2,0.0,0.0
154,Walmart To Raise Age Requirement To Buy Firearms And Ammunition,BUSINESS,"The retail giant said it's making changes to its gun sale policies ""in light of recent events.""",2018-02-28,0.0,0.0,0.65,0.13333333333333333
155,Weinstein Company To Seek Bankruptcy After Last-Ditch Sale Talks Collapse,BUSINESS,The board of disgraced movie mogul Harvey Weinstein's former company ended negotiations to sell the studio for $500 million.,2018-02-26,0.0,0.0,0.0,0.0
156,FedEx Says It Will Continue Offering NRA Members Discounts,BUSINESS,The company said it disagrees with the organization on certain policies but won't end its partnership.,2018-02-26,0.0,0.0,0.5714285714285714,0.21428571428571427
157,"Facebook Finally Yanks Virtual Reality Shooting Game At CPAC, Apologizes",BUSINESS,"""Bullet Train"" featured players firing on virtual people in a train station just days after the Parkland high school shootings.",2018-02-25,0.7,-0.2,0.5399999999999999,0.16
158,"Apple, Amazon, YouTube Urged To Pull NRA TV Channel",BUSINESS,"“It’s time for tech leaders to acknowledge their role in helping the NRA spread this dangerous content and cut it out.""",2018-02-23,0.0,0.0,0.9,-0.6
159,These Companies Are Sticking By The NRA (UPDATED),BUSINESS,Many brands that offered discounts to NRA members are dumping the gun group after its furious response to the Florida mass shooting.,2018-02-23,0.0,0.0,0.5,0.5
160,Uber Is Still Losing Carloads Of Money,BUSINESS,But the ride-hailing pioneer seems to be slowing the bleeding.,2018-02-14,0.0,0.0,0.0,0.0
161,"Uber, Waymo Reach Settlement In Bitter Legal Dispute",BUSINESS,Uber had been accused of stealing trade secrets from Waymo.,2018-02-09,0.35,0.05,0.0,0.0
162,"72 Percent Of Asian-American Elders, Their Families Targeted By Fraud: Report",BUSINESS,"Limited English proficiency could be one reason why, the study suggests.",2018-02-08,0.0,0.0,0.07142857142857142,-0.03571428571428571
163,"Wall Street Turmoil Worsens As Dow Jones Plunges 1,000 Points",BUSINESS,The benchmark S&P 500 and the Dow industrials confirmed they were in correction territory.,2018-02-08,0.0,0.0,1.0,0.4
164,Steve Wynn Out As CEO And Chairman Of Wynn Resorts,BUSINESS,The Las Vegas mogul has been accused of abusing and sexually harassing casino workers for decades.,2018-02-07,0.0,0.0,0.8333333333333334,0.5
165,Solar Jobs Fell For The First Time In 7 Years In 2017. Now Trump Could Make It Worse.,BUSINESS,The new tariffs the White House announced last month are likely to make things worse for the industry.,2018-02-07,0.4666666666666667,-0.07500000000000001,0.4242424242424242,-0.052727272727272734
166,Asian Markets Take A Tumble After U.S. Stocks Decline,BUSINESS,Asian shares fell sharply on Tuesday after Wall Street suffered its biggest decline since 2011.,2018-02-06,0.0,0.0,0.375,-0.0625
167,Wall Street Bounces Back In Day Of Volatile Trade,BUSINESS,"The Dow Jones Industrial Average rose 567.02 points, or 2.33 percent, to 24,912.77.",2018-02-06,0.0,0.0,0.6749999999999999,0.22499999999999998
168,Budweiser Touts Disaster Relief Efforts In 2018 Super Bowl Ad,BUSINESS,The minute-long commercial highlights the company's emergency response plans.,2018-02-05,0.6666666666666666,0.3333333333333333,0.0,0.0
169,"Dow Plunges Nearly 1,600 Points In Biggest Intraday Point Drop In History",BUSINESS,The drop came as investors grappled with rising bond yields and potentially firming inflation.,2018-02-05,0.4,0.1,1.0,0.0
170,Fed Lowers The Boom On Wells Fargo After Years Of Grotesque Scandals,BUSINESS,"In an unprecedented move, the Fed ordered the bank to halt growth over compliance issues.",2018-02-03,1.0,-0.55,0.9,0.6
171,Steve Wynn's $7.5 Million Settlement Reportedly Involved Paternity Claim,BUSINESS,Dozens of former employees have accused the casino mogul of sexual harassment.,2018-02-02,0.0,0.0,0.4166666666666667,0.25
172,Trump’s USDA Could Make Hog Workers’ Jobs Even More Dangerous,BUSINESS,The government agency proposed a rule that would eliminate line speed maximums at hog plants.,2018-02-01,0.7,-0.04999999999999999,0.0,0.0
173,"USDA Spares Poultry Workers Faster Line Speeds, But Hog Workers May Not Get So Lucky",BUSINESS,"Activists celebrated the decision, but remain concerned about the welfare of workers in hog plants.",2018-01-31,0.8333333333333334,0.3333333333333333,0.75,0.35
174,Monster Energy Vice President Accused Of Sexual Harassment Resigns,BUSINESS,"HuffPost's reporting revealed text messages in which he called a female employee a ""whore.""",2018-01-31,0.8333333333333334,0.5,0.16666666666666666,0.0
175,Most Americans Can't Afford A Minor Emergency,BUSINESS,"Just 39 percent of Americans have enough money in savings to cover an unexpected $1,000 bill, according to a new report.",2018-01-29,0.35,0.225,0.6515151515151515,0.07878787878787878
176,Steve Wynn Steps Down As RNC Finance Chair Amid Sexual Harassment Allegations,BUSINESS,The billionaire was accused of decades of sexual abuse in a bombshell Wall Street Journal report published on Friday.,2018-01-27,0.5611111111111111,0.17222222222222222,0.8333333333333334,0.5
177,Health Care Costs Are Still A Crushing Problem,BUSINESS,"Andrew Luccock pays about $1,700 per month for health insurance for his family of 5 — and still expects to pay more than",2018-01-26,0.9,0.4,0.5,0.5
178,RNC Finance Chair Steve Wynn Accused Of Decades Of Sexual Misconduct: Report,BUSINESS,The Las Vegas mogul has been accused of sexually harassing and abusing female employees.,2018-01-26,0.8333333333333334,0.5,0.5,0.25
179,Donald Trump To Push His 'America First' Agenda On Elite 'Globalists' In Davos,BUSINESS,Trump was never invited to attend the World Economic Forum as a businessman.,2018-01-25,0.3333333333333333,0.25,0.2,0.2
180,Bank Of America's Poorest Customers To Be Charged For Checking,BUSINESS,People who once had free accounts may now have to pay $12 a month.,2018-01-24,0.0,0.0,0.8,0.4
181,"Squirming On The Floor And A $200,000 Payout: Travis Kalanick's Last Months At Uber",BUSINESS,"""I'm terrible,"" he muttered, according to a devastating report from Bloomberg.",2018-01-18,0.06666666666666667,0.0,1.0,-1.0
182,Amazon Narrows Down Second Headquarters List To 20 Possibilities,BUSINESS,"The places still in the running include 17 U.S. cities, one Canadian city and two other U.S. locations.",2018-01-18,0.14444444444444446,-0.07777777777777779,0.375,-0.125
183,"Bitcoin Plummets On Fears Of Regulatory Crackdown, Hits 4-Week Low",BUSINESS,"The latest tumble leaves bitcoin more than 40 percent down from the record highs of around $20,000 reached in mid-December, wiping about $130 billion from its “market cap.""",2018-01-16,0.3,0.0,0.562962962962963,0.2814814814814815
184,Native Americans Who Can't Afford Heat Take Desperate Measures To Stay Warm,BUSINESS,"“Out here, it feels like we’re in our own world. It doesn’t feel like the U.S. It feels like a third-world country.”",2018-01-13,0.8,0.0,1.0,0.6
185,Jeff Bezos Announces $33 Million Scholarship Fund For 'Dreamers',BUSINESS,"The grant will help 1,000 undocumented immigrant graduates of U.S. high schools.",2018-01-12,0.0,0.0,0.5399999999999999,0.16
186,Insurance Giant Aflac Reportedly Sued For Worker Exploitation,BUSINESS,"The company calls the allegations ""baseless.""",2018-01-12,1.0,0.0,0.0,0.0
187,Ford Urges Thousands Of Pickup Owners To Stop Driving After New Airbag Death,BUSINESS,At least 21 deaths worldwide are linked to the Takata inflators that can rupture and send deadly metal fragments inside vehicles.,2018-01-12,0.45454545454545453,0.13636363636363635,0.4,-0.25
188,Philip Morris Says It's 'Trying To Give Up Cigarettes' In 2018,BUSINESS,"The tobacco company is pushing e-cigarettes instead, in what anti-smoking advocates are calling a ""P.R. stunt.""",2018-01-04,0.0,0.0,0.0,0.0
189,7 Secrets Self-Made Millionaires Teach Their Kids,BUSINESS,"What do you teach your kids about money, prosperity and how to get rich? If you’re like most parents, the answer is probably",2018-01-02,0.0,0.0,0.625,0.4375
190,Minimum Wage Raises Coming To 18 States On New Year’s Day,BUSINESS,"Some hikes are less than a quarter an hour. But when you're making minimum wage, every penny counts.",2017-12-31,0.45454545454545453,0.13636363636363635,0.06666666666666667,-0.16666666666666666
191,"Apple Apologizes For Slowed iPhones, Drops Price Of Battery Replacements",BUSINESS,"The company dropped battery prices by $50, but some customers still aren't satisfied.",2017-12-29,0.0,0.0,1.0,0.5
192,World's Wealthiest Billionaires Got Nearly $1 Trillion Richer In 2017: Bloomberg,BUSINESS,That's trillion with a T.,2017-12-28,0.4,0.1,0.0,0.0
193,Dollar General To Create 400 New Jobs In Texas As It Expands In Rural America,BUSINESS,The discount chain is building a new distribution center in the Lone Star State to support its growing store count.,2017-12-27,0.3181818181818182,0.062121212121212126,0.2772727272727273,0.018181818181818174
194,Apple Hit With Lawsuits After Admitting It Intentionally Slowed Down iPhones,BUSINESS,"One lawsuit claims the tech giant engaged in ""deceptive, immoral and unethical"" practices.",2017-12-24,0.2888888888888889,-0.15555555555555559,1.0,0.0
195,Social Commerce Takes Hold,BUSINESS,"Social media gets lots of press, but social commerce has been pretty much ignored. Why is that — and why does it matter in",2017-12-22,0.06666666666666667,0.03333333333333333,0.3333333333333333,0.12916666666666665
196,Corporations Are Trying To Sell The GOP's Narrative On Tax Cuts,BUSINESS,"Bonuses for workers are smart PR, but they don't mean Republicans' trickle-down fantasies are coming true.",2017-12-22,0.0,0.0,0.6601190476190476,0.08392857142857142
197,Papa Tossed! Pizza Chain Orders Up New CEO.,BUSINESS,Papa John's has parted with its longtime CEO and founder John Schnatter.,2017-12-21,0.45454545454545453,0.13636363636363635,0.0,0.0
198,Long Island Iced Tea Corp's Shares Skyrocket After Renaming Itself 'Long Blockchain Corp',BUSINESS,The surge in the company’s stock price lifted its market capitalization to $92 million from $23.8 million as of Wednesday’s close.,2017-12-21,0.4,-0.05,0.0,0.0
199,Alphabet's Eric Schmidt Stepping Down As Executive Chairman,BUSINESS,Schmidt will continue to serve Alphabet as an adviser focused on technical and science issues.,2017-12-21,0.2888888888888889,-0.15555555555555559,0.1,0.0
200,Last-Minute Holiday Deliveries Mean Bad Working Conditions,BUSINESS,Those packages don’t appear by magic.,2017-12-20,0.6770833333333333,-0.5062499999999999,1.0,0.5
201,Alteryx Data Breach Exposes Information On 123 Million American Households,BUSINESS,"“If you’re an American, your information probably was exposed,"" said the researcher who found the breach.",2017-12-20,0.0,0.0,0.0,0.0
202,Bubbles: Are They Back?,BUSINESS,There has been much greater concern about the danger of asset bubbles ever since the collapse of the housing bubble sank,2017-12-19,0.0,0.0,0.5,0.5
203,How Many Taxpayer Dollars Is An Amazon Warehouse Job Worth?,BUSINESS,Forget the bidding war for Amazon's next headquarters. Local governments are already subsidizing the world's largest online retailer -- through its ever-growing fulfillment network.,2017-12-18,0.3,0.4,0.0,0.0
204,"If You Trust Big Corporations, Don’t Read This",BUSINESS,President Trump recently announced that he’d like to “scale back the scope of federal regulations to the level it stood in,2017-12-18,0.1,0.0,0.125,0.0
